	0.333333333333
Aldo-keto reductase	1.0
Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	0.166666666667
ADP-heptose synthase (EC 2.7.-.-) / D-glycero-beta-D-manno-heptose 7-phosphate kinase	0.833333333333
similar to hypothetical protein	0.166666666667
Membrane fusion component of tripartite multidrug resistance system	1.0
signal transduction histidine kinase, LytS	0.5
Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family	0.333333333333
TadE family protein	0.333333333333
ponA (ponA)	0.166666666667
Aminopeptidase Y (EC 3.4.11.-)	0.5
FIG00903527: hypothetical protein	0.166666666667
Bile acid beta-glucosidase	0.5
Transcriptional Regulator, LysR family	0.333333333333
PAS/PAC sensor hybrid histidine kinase	0.166666666667
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	1.0
Chromate transport protein ChrA	0.166666666667
drug resistance transporter, EmrB/QacA subfamily	0.333333333333
Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	1.0
NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	0.333333333333
Phospholipase C	0.5
Predicted membrane protein	0.166666666667
O-succinylbenzoate synthase (EC 4.2.1.113)	0.333333333333
Peptidase T (EC 3.4.11.-)	0.5
PUTATIVE LIPOPROTEIN	0.166666666667
miscellaneous; unknown	0.166666666667
Oxidoreductase (EC 1.1.1.-)	0.166666666667
lysophospholipase-like family protein	0.166666666667
Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)	1.0
high-affinity nickel-transporter	0.166666666667
DNA mismatch repair endonuclease MutH	0.166666666667
Arginyl-tRNA synthetase (EC 6.1.1.19)	1.0
Transcriptional regulatory protein	0.166666666667
tRNA-Asn-GTT	1.0
Heat shock protein GrpE	1.0
Lipoate synthase	1.0
Endoribonuclease L-PSP	1.0
Nitrogen regulation protein NtrX	0.166666666667
CheC, inhibitor of MCP methylation	0.166666666667
Cupin 2, conserved barrel domain protein	0.833333333333
Porphobilinogen synthase (EC 4.2.1.24)	1.0
Nitrite transporter from formate/nitrite family	0.166666666667
glycoside hydrolase family 2, sugar binding	1.0
Molybdenum cofactor biosynthesis protein MoaD / Molybdenum cofactor biosynthesis protein MoaE	1.0
Methionine ABC transporter ATP-binding protein	1.0
Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster	0.833333333333
Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	1.0
Function Code: 16.1 Conserved Hypothetical	0.166666666667
Protein containing domains DUF403	0.833333333333
Putative mechanosensitive ion channel	0.166666666667
lipolytic enzyme, G-D-S-L	0.333333333333
FIG00353482: hypothetical protein	0.166666666667
GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)	1.0
L-rhamnose mutarotase	0.333333333333
ABC transporter permease protein	1.0
protein of unknown function DUF1003	0.5
oxidoreductase, aldo/keto reductase family	0.166666666667
Redox-sensing transcriptional regulator QorR, putative	0.166666666667
Uptake hydrogenase small subunit precursor (EC 1.12.99.6)	0.333333333333
FIG01210004: hypothetical protein	0.166666666667
SSU ribosomal protein S9p (S16e)	1.0
two-component system sensor protein	0.5
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	1.0
Na+/H+ antiporter	1.0
Serine/threonine protein kinase PrkC, regulator of stationary phase	0.833333333333
RNA binding methyltransferase FtsJ like	1.0
Alcohol dehydrogenase, zinc-binding domain protein	0.333333333333
Phage tail sheath protein FI	0.5
FIG00481039: hypothetical protein	0.166666666667
cold-shock DNA-binding protein	1.0
acetyltransferase	0.666666666667
polysaccharide biosynthesis protein	0.5
flagellar hook-associated protein	0.333333333333
preprotein translocase subunit YajC	0.166666666667
Glucosamine-link cellobiase (EC 3.2.1.21)	0.166666666667
IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	1.0
Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8)	0.5
Alpha-L-arabinofuranosidase II precursor (EC 3.2.1.55)	0.833333333333
addiction module toxin, RelE/StbE family	0.166666666667
Transcriptional regulator, HxlR family	1.0
Nickel ABC transporter, periplasmic nickel-binding protein nikA2 (TC 3.A.1.5.3)	0.166666666667
Acetylornithine deacetylase (EC 3.5.1.16)	1.0
Helicase PriA essential for oriC/DnaA-independent DNA replication	1.0
Coenzyme PQQ synthesis protein B	0.333333333333
Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	0.5
Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	1.0
FIG00346606: hypothetical protein	1.0
Two component transcriptional regulator, LuxR family	0.166666666667
nucleotidyltransferase substrate binding protein, HI0074 family	0.166666666667
Excisionase/Xis, DNA-binding	1.0
Phosphatidylglycerophosphatase A (EC 3.1.3.27)	1.0
2-hydroxymuconic semialdehyde hydrolase( EC:3.7.1.9 )	0.166666666667
FIG00672197: hypothetical protein	0.166666666667
Porphobilinogen deaminase (EC 2.5.1.61)	1.0
Cold-shock DEAD-box protein A	0.166666666667
Sulfate permease	0.833333333333
FIG00452801: hypothetical protein	0.166666666667
hypothetical membrane protein	0.666666666667
FIG01056734: hypothetical protein	0.166666666667
Tagatose-6-phosphate kinase AgaZ (EC 2.7.1.144)	0.5
MloA	0.166666666667
Lipopolysaccharide biosynthesis chain length determinant protein	0.333333333333
tRNA-i(6)A37 methylthiotransferase	1.0
putative peptidase, M28 family protein	0.5
CRISPR-associated protein Cas1	0.166666666667
Aldose 1-epimerase	0.833333333333
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	1.0
rhodanese-like domain protein	0.333333333333
Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	0.833333333333
surface antigen gene	0.166666666667
biphenyl-2,3-diol 1,2-dioxygenase III-related protein	0.333333333333
two component heavy metal response transcriptional regulator, winged helix family	0.333333333333
Formylmethanofuran dehydrogenase subunit E	0.5
Outer membrane protein assembly factor YaeT precursor	1.0
Uncharacterized protein y4eO	0.166666666667
phage-related lysozyme	0.166666666667
secreted hydrolase	0.333333333333
[NiFe] hydrogenase metallocenter assembly protein HypC	0.5
[NiFe] hydrogenase metallocenter assembly protein HypD	0.5
[NiFe] hydrogenase metallocenter assembly protein HypE	0.5
4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	1.0
Translation elongation factor P	1.0
Acyl carrier protein	1.0
DNA-binding heavy metal response regulator	0.166666666667
G:T/U mismatch-specific uracil/thymine DNA-glycosylase	0.166666666667
Protein of unknown function DUF2383	0.333333333333
alpha/beta hydrolase fold protein	0.166666666667
AtfA_1	0.166666666667
putative transmembrane anti-sigma factor	0.833333333333
Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.-)	1.0
tRNA:m(5)U-54 MTase gid	1.0
putative antirestriction protein ArdC	0.166666666667
Peptidase M64	0.166666666667
Methionine aminopeptidase (EC 3.4.11.18)	1.0
Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY	1.0
oxalate decarboxylase( EC:4.1.1.2 )	0.666666666667
putative periplasmic ligand-binding sensor protein	0.333333333333
Flagellar L-ring protein FlgH	0.833333333333
FIG01131549: hypothetical protein	0.5
Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB	1.0
Fructokinase (EC 2.7.1.4)	0.5
Carboxylesterase type B	0.5
FIG01084627: hypothetical protein	0.166666666667
GTP cyclohydrolase II (EC 3.5.4.25)	0.5
Mov34/MPN/PAD-1 family	0.5
Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	0.666666666667
acylamino-acid-releasing enzyme	0.333333333333
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit A (EC 2.1.1.86)	0.166666666667
Ketopantoate reductase PanG (EC 1.1.1.169)	0.166666666667
LSU ribosomal protein L3p (L3e)	1.0
RidA/YER057c/UK114 superfamily, group 3	0.166666666667
LSU ribosomal protein L34p	1.0
Copper-sensing two-component system response regulator CpxR	0.333333333333
S23 ribosomal	0.5
Membrane-associated zinc metalloprotease	1.0
Cyanoglobin; Hemoglobin-like protein HbN	0.166666666667
Novel D-mannonate dehydrogenase (EC 1.1.1.57)	1.0
transposase IS4 family protein	0.5
tRNA pseudouridine synthase B (EC 4.2.1.70)	1.0
Phospholipase C 4 precursor (EC 3.1.4.3)	0.333333333333
putative glycosyltransferase family 2	0.833333333333
OsmC/Ohr family protein	0.5
protein of unknown function DUF1680	0.333333333333
cysteine synthase A	0.166666666667
plasma glutamate carboxypeptidase	0.166666666667
Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-) / Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)	0.5
PAS/PAC Sensor Hybrid Histidine Kinase	0.333333333333
FIG001014_Response regulator of the LytR/AlgR family	0.166666666667
Chromosome (plasmid) partitioning protein ParA; Cellulose synthase, putative	0.166666666667
sulfatase	0.333333333333
protein of unknown function DUF59	0.333333333333
Proteins containing SET domain	0.166666666667
GlpG protein (membrane protein of glp regulon)	1.0
HIT family hydrolase	0.166666666667
PilT protein-like	0.166666666667
5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1.0
RNA-binding protein, RRM domain	0.5
Oar protein	0.166666666667
transport-associated	1.0
Aminodeoxychorismate lyase (EC 4.1.3.38)	0.166666666667
Thimet oligopeptidase (EC 3.4.24.15)	0.666666666667
Phosphate regulon transcriptional regulatory protein PhoB (SphR)	1.0
Squalene--hopene cyclase (EC 5.4.99.17)	1.0
Two-component system response regulator	0.5
periplasmic sensor signal transduction histidine kinase	0.833333333333
transcription activator, effector binding	0.166666666667
Phenylalanine-specific permease	0.333333333333
peptidase M16-like	0.833333333333
Translation elongation factor G-related protein	0.333333333333
FIG00346599: hypothetical protein	1.0
ATP synthase B chain (EC 3.6.3.14)	0.833333333333
FIG00458861: hypothetical protein	0.166666666667
iron-chelator utilization protein	0.166666666667
Threonine dehydratase (EC 4.3.1.19)	1.0
transposase IS116/IS110/IS902	0.333333333333
FIG00869330: hypothetical protein	0.166666666667
Agmatine deiminase (EC 3.5.3.12)	1.0
FIG00766861: hypothetical protein	0.166666666667
ATP-dependent protease HslV (EC 3.4.25.-)	1.0
Manganese transport protein MntH	1.0
Glyoxalase family protein	1.0
Penicillin amidase (EC 3.5.1.11)	0.166666666667
Malonate decarboxylase gamma subunit	0.166666666667
5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1.0
putative phosphatase	0.166666666667
Malto-oligosyltrehalose synthase (EC 5.4.99.15)	1.0
Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)	0.166666666667
DinG family ATP-dependent helicase YoaA	1.0
FIG038648: MoaD and/or ThiS families	0.5
Polysaccharide biosynthesis protein	0.666666666667
FIG01291597: hypothetical protein	0.833333333333
Lipid A export ATP-binding/permease protein MsbA	1.0
Methyltransferase type 11	0.833333333333
Cytochrome c oxidase, subunit II	0.666666666667
Manganese superoxide dismutase (EC 1.15.1.1)	1.0
Integrase	0.5
Transcriptional regulator, Cro/CI family	0.333333333333
Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85) / Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	0.166666666667
Macrolide-specific efflux protein macA precursor	0.166666666667
Glutathione peroxidase( EC:1.11.1.12,EC:1.11.1.9 )	0.333333333333
multidrug ABC transporter, permease protein	0.166666666667
tRNA pseudouridine 13 synthase (EC 4.2.1.-)	0.166666666667
Autolysis histidine kinase LytS	0.166666666667
dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)	0.5
FIG00897685: hypothetical protein	0.166666666667
membrane-anchored cell surface protein	0.166666666667
TPR/glycosyl transferase domain protein	0.166666666667
xylosidase/arabinosidase	0.166666666667
Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	0.833333333333
Efflux transporter, RND family, MFP subunit	0.5
thioesterase superfamily	0.333333333333
Ferrichrome-iron receptor	1.0
FIG00923589: hypothetical protein	0.166666666667
Response regulatory protein	0.166666666667
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	1.0
Formiminoglutamic iminohydrolase (EC 3.5.3.13)	0.166666666667
hypothetical secreted protein	0.166666666667
Cyclic beta-1,2-glucan synthase (EC 2.4.1.-)	0.5
3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	1.0
Peptidyl-dipeptidase A precursor (EC 3.4.15.1)	0.166666666667
Mucin 2 precursor	0.166666666667
C-1'-hydroxylase CruF	0.166666666667
Twitching motility protein PilT	0.333333333333
Xaa-Pro aminopeptidase	0.166666666667
Malate Na(+) symporter	0.166666666667
O-antigen polymerase	0.833333333333
protein of unknown function DUF92, transmembrane	0.333333333333
O-methyltransferase	0.5
tetratricopeptide repeat protein	0.333333333333
Inositol-1-phosphate synthase (EC 5.5.1.4)	1.0
FIG00925693: hypothetical protein	0.166666666667
Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	0.666666666667
Mobile element protein	1.0
PhnB protein	0.166666666667
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	1.0
Hypothetical protein DUF1470, with CGNR zinc finger motif	0.166666666667
glycosyl transferase, group 2 family protein domain protein	0.333333333333
similar to glutathione reductase	0.166666666667
High-affnity carbon uptake protein Hat/HatR	0.166666666667
membrane-bound metal-dependent hydrolase	1.0
molybdenum-pterin binding domain	0.333333333333
Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	0.5
Putative sulfite oxidase subunit YedY	0.5
ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4	0.833333333333
Fumarate hydratase class I, aerobic (EC 4.2.1.2)	0.833333333333
two component transcriptional regulator, LuxR family	1.0
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	1.0
Ferredoxin, 2Fe-2S	1.0
Amidophosphoribosyltransferase (EC 2.4.2.14)	1.0
Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	1.0
Flagellar hook-length control protein FliK	0.666666666667
protein of unknown function DUF1275	0.333333333333
ATP synthase beta chain (EC 3.6.3.14)	1.0
Predicted cobalt transporter CbtA	0.5
Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	1.0
CAAX amino terminal protease family protein	0.333333333333
Glycoprotein gp2	0.5
secreted protein, putative	0.333333333333
PilT protein domain protein	0.333333333333
Excinuclease ABC subunit A paralog of unknown function	0.166666666667
Phosphogluconate dehydratase (EC 4.2.1.12)	0.166666666667
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	1.0
putative exported protein of unknown function	0.166666666667
Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	1.0
filamentation induced by cAMP protein Fic	0.666666666667
NADH:flavin oxidoreductases, Old Yellow Enzyme family	0.666666666667
Mercuric ion reductase (EC 1.16.1.1)	0.166666666667
Organic hydroperoxide resistance transcriptional regulator	0.333333333333
Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	0.5
Phenylacetate--CoA ligase( EC:6.2.1.30 )	0.166666666667
Ribose operon repressor	1.0
MscS Mechanosensitive ion channel	0.166666666667
UPF0272 protein Slr1411	0.166666666667
FIG00346601: hypothetical protein	1.0
resolvase	0.333333333333
Uricase (EC 1.7.3.3)	0.666666666667
biotin synthesis protein	0.166666666667
Thiol peroxidase, Bcp-type (EC 1.11.1.15)	1.0
Positive regulator of CheA protein activity (CheW)	0.666666666667
Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	1.0
Phosphomethylpyrimidine kinase (EC 2.7.4.7)	0.333333333333
Ketol-acid reductoisomerase (EC 1.1.1.86)	1.0
Phytoene dehydrogenase and related proteins	1.0
rare lipoprotein A	0.333333333333
DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	1.0
LSU ribosomal protein L11p (L12e)	1.0
4'-phosphopantetheinyl transferase (EC 2.7.8.-)	0.166666666667
Putative SigmaB asociated two-component system sensor protein	0.5
23S rRNA (Uracil-5-) -methyltransferase RumA (EC 2.1.1.-)	0.166666666667
tRNA-Leu-GAG	0.833333333333
FIG00954136: hypothetical protein	0.166666666667
UPF0235 protein VC0458	0.166666666667
peptidyl-prolyl cis-trans isomerase, cyclophilin type	0.333333333333
transcriptional regulator, winged helix family	0.333333333333
Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	1.0
Transketolase (EC 2.2.1.1)	1.0
Gifsy-2 prophage protein	0.166666666667
Site-specific recombinase XerC	0.333333333333
Uracil-DNA glycosylase, putative family 6	0.166666666667
conserved hypothetical protein TIGR02293	0.166666666667
putative two-component system sensor kinase	0.166666666667
Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	1.0
Glutamine amidotransferase, class I	0.666666666667
Mandelate racemase/muconate lactonizing enzyme, C-terminal domain protein	0.5
aminotransferase, class I and II	0.166666666667
SSU ribosomal protein S7p (S5e)	1.0
putative ATP-dependent protease	0.166666666667
Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	0.166666666667
L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	0.333333333333
Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)	1.0
transcriptional regulator, MerR family	0.333333333333
unknown	0.166666666667
tRNA-Arg-ACG	1.0
probable uroporphyrin-III c-methyltransferase (EC 2.1.1.107)	0.166666666667
Threonine dehydratase, catabolic (EC 4.3.1.19)	1.0
HAD-superfamily hydrolase, subfamily IA, variant 1	0.333333333333
NAD(FAD)-utilizing dehydrogenases	0.833333333333
tRNA-His-GTG	1.0
putative 28 kDa outer membrane protein	0.166666666667
P-hydroxybenzoate hydroxylase (EC 1.14.13.2)	0.166666666667
Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	1.0
Luciferase-like monooxygenase (EC 1.14.-.-)	0.166666666667
TonB-dependent siderophore receptor	0.166666666667
conserved hypothetical protein, Cupin barrel	0.166666666667
Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)	0.166666666667
putative oxidoreductase protein	0.666666666667
Peptide chain release factor 2; programmed frameshift-containing	1.0
L-seryl-tRNA(Sec) selenium transferase-related protein	0.666666666667
carbonic anhydrase	0.333333333333
protein of unknown function DUF81	0.666666666667
hydrolase, alpha/beta fold family	0.166666666667
FIG00977253: hypothetical protein	0.166666666667
Phosphoesterase, PA-phosphatase related	0.166666666667
DNA-3-methyladenine glycosylase (EC 3.2.2.20)	0.666666666667
hypothetical protein-signal peptide prediction	0.833333333333
Type III restriction-modification enzyme, helicase subunit	0.333333333333
Ig domain protein group 2 domain protein	0.333333333333
ThiJ/PfpI family protein	0.5
Dihydroflavonol-4-reductase (EC 1.1.1.219)	0.166666666667
X-Pro dipeptidyl-peptidase C-terminal domain protein	0.333333333333
Plasmid-related protein	0.166666666667
Arylsulfatase (EC 3.1.6.1)	0.666666666667
putative periplasmic protein kinase ArgK and related GTPases of G3E family	0.333333333333
tRNA-Pseudo-CGA	0.166666666667
Beta-glucosidase (EC 3.2.1.21)	1.0
Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like	0.166666666667
ATPase YjeE, predicted to have essential role in cell wall biosynthesis	0.833333333333
LemA family protein	1.0
Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)	0.666666666667
9.5 kDa culture filtrate antigen cfp10A	0.166666666667
Resolvase, N-terminal:Resolvase helix-turn-helix region	0.166666666667
LysR family transcriptional regulator clustered with dicarboxylate transport	0.166666666667
Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase (EC 2.5.1.1) / Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	1.0
Uptake hydrogenase large subunit (EC 1.12.99.6)	0.5
Protein of unknown function YceH	0.666666666667
Pullulanase (EC 3.2.1.41)	0.333333333333
Circadian phase modifier	1.0
putative phosphoglycerate mutase family protein	0.666666666667
UBA/THIF-type NAD/FAD binding protein	0.166666666667
Nudix hydrolase family protein	0.166666666667
FIG00987367: hypothetical protein	0.166666666667
FIG00560905: hypothetical protein	0.166666666667
anti-sigma B factor RsbT	0.5
hcp protein	0.333333333333
Para-aminobenzoate synthase, aminase component (EC 2.6.1.85) / Aminodeoxychorismate lyase (EC 4.1.3.38)	0.666666666667
CHP03435 domain-containing protein	0.333333333333
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	1.0
putative tellurium resistance protein	0.166666666667
D-amino acid oxidase	0.5
FIG01081959: hypothetical protein	0.166666666667
cobyrinic acid a,c-diamide synthase	0.666666666667
FIG099352: hypothetical protein	0.5
hypothetical protein-putative related to sulfatases	0.5
[NiFe] hydrogenase metallocenter assembly protein HypF	0.5
permease	0.5
protein of unknown function DUF291	0.166666666667
Thymidine kinase (EC 2.7.1.21)	0.833333333333
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	1.0
Outer membrane protein romA	0.833333333333
ATP-dependent DNA helicase RecQ	0.833333333333
glycosyltransferases-like	0.166666666667
peptidase M1, membrane alanine aminopeptidase	1.0
Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	0.5
Methylase of polypeptide chain release factors	0.833333333333
Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	1.0
nodulation protein L, putative	0.333333333333
Queuosine Biosynthesis QueE Radical SAM	1.0
Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	1.0
FIG00955061: hypothetical protein	0.166666666667
Quino(hemo)protein alcohol dehydrogenase, PQQ-dependent (EC 1.1.99.8)	0.166666666667
S-adenosylmethionine synthetase (EC 2.5.1.6)	1.0
Pyruvate kinase (EC 2.7.1.40)	1.0
Membrane protein, distant similarity to thiosulphate:quinone oxidoreductase DoxD	0.833333333333
Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	1.0
Formate hydrogenlyase subunit 7	0.166666666667
Cl- channel, voltage-gated family protein	0.666666666667
peptidase M20/M25/M40 family protein	0.5
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	0.833333333333
FIG00998299: hypothetical protein	0.166666666667
VapB protein (antitoxin to VapC)	0.666666666667
UPF0047 protein Bsu YugU	0.166666666667
4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	0.5
FIG00710452: hypothetical protein	0.166666666667
Oxidoreductase, short chain dehydrogenase/reductase family	0.166666666667
protein of unknown function DUF47	0.166666666667
SecE subunit of protein translocation complex	0.5
diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	1.0
putative L-arabinose isomerase	0.333333333333
transcriptional regulator, CadC	0.666666666667
UDP-glucose:sterol glucosyltransferase	0.333333333333
phage integrase family protein	0.666666666667
HoxN/HupN/NixA family nickel/cobalt transporter	0.5
tRNA-Thr-TGT	1.0
Cytosol aminopeptidase PepA (EC 3.4.11.1)	1.0
Propanediol dehydratase large subunit (EC 4.2.1.28)	0.333333333333
oligopeptide transporter	0.166666666667
Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	1.0
Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4) / Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	1.0
LSU ribosomal protein L19p	1.0
transcriptional regulator, ArsR family, putative	0.166666666667
Ribonuclease BN (EC 3.1.-.-)	1.0
Xylulose kinase (EC 2.7.1.17)	1.0
N-acetylmuramic acid 6-phosphate etherase	0.166666666667
TPR repeat protein	0.833333333333
UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	1.0
Electron transfer flavoprotein, alpha subunit	0.833333333333
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) ## bacterial NadD family	0.166666666667
Adenylylsulfate kinase (EC 2.7.1.25)	0.5
putative transmembrane protein	0.5
FIG004556: membrane metalloprotease	0.666666666667
bll3990; hypothetical protein	0.166666666667
FIG00638062: hypothetical protein	0.166666666667
NADH dehydrogenase (EC 1.6.99.3)	1.0
motif=eukaryotic putative RNA-binding region RNP-1 signature	0.166666666667
Chromosome partition protein smc	1.0
Acyl-CoA dehydrogenase, type 2-like	0.166666666667
Small uncharacterized protein Bpro_4170	0.166666666667
Glycosyl transferase, family 9	0.166666666667
LSU ribosomal protein L35p	1.0
Glycogen branching enzyme, GH-57-type, archaeal (EC 2.4.1.18)	0.833333333333
oxidoreductase, zinc-binding dehydrogenase family	0.333333333333
Type IV fimbriae expression regulatory protein PilR	0.333333333333
L-rhamnose isomerase (EC 5.3.1.14)	1.0
Formyltetrahydrofolate deformylase (EC 3.5.1.10)	0.333333333333
Trehalase (EC 3.2.1.28); Cytoplasmic trehalase (EC 3.2.1.28)	1.0
putative AraC-family transcriptional regulator	0.166666666667
Putative heme iron utilization protein	0.5
two-component hybrid sensor and regulator	0.666666666667
Radical SAM domain heme biosynthesis protein	0.333333333333
Possible sulfatase	0.166666666667
ferredoxin	0.166666666667
Na+/solute symporter	0.333333333333
Hexuronate transporter	1.0
protein of unknown function DUF433	0.166666666667
ABC-type anion transport system, duplicated permease component	0.5
Type II/IV secretion system protein TadC, associated with Flp pilus assembly	0.666666666667
Chaperone protein HtpG	0.666666666667
3-demethylubiquinone-9 3-methyltransferase	1.0
Polysaccharide export protein	0.333333333333
PP-loop domain protein	0.833333333333
Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	0.333333333333
putative protein-S-isoprenylcysteine methyltransferase-like protein	1.0
Oxalate decarboxylase (EC 4.1.1.2)	0.666666666667
FOG: CheY-like receiver	0.333333333333
FIG00454436: hypothetical protein	0.166666666667
Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	0.5
Ribonuclease HII (EC 3.1.26.4)	1.0
transport protein	0.333333333333
Tryptophan 2-monooxygenase (EC 1.13.12.3)	0.166666666667
Helix-turn-helix, AraC domain protein	0.333333333333
putative RNA polymerase sigma (70) factor	0.166666666667
nuclear protein SET	0.833333333333
Serine-protein kinase RsbW (EC 2.7.11.1)	0.166666666667
putative thiol-disulfide isomerase and thioredoxin	0.666666666667
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	0.5
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-) @ 2-heptaprenyl-1,4-naphthoquinone methyltransferase (EC 2.1.1.163)	0.333333333333
Methylmalonyl-CoA mutase (EC 5.4.99.2)	0.333333333333
Protein of unknown function DUF55	0.166666666667
Rubrerythrin	0.166666666667
outer membrane efflux protein	1.0
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	1.0
CRISPR-associated RecB family exonuclease Cas4 / CRISPR-associated protein Cas1	0.166666666667
PROBABLE REMNANT OF A TRANSPOSASE GENE PROTEIN	0.833333333333
Ammonium transporter	1.0
possible cell wall protein	0.333333333333
HD domain protein	0.166666666667
serotype-specific glucosyl transferase	0.166666666667
FIG01080457: hypothetical protein	0.166666666667
ClpB protein	1.0
Protein of avirulence locus ImpE	0.5
Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61)	0.166666666667
Ferredoxin	1.0
Similar to ABC transporter: eg YBJZ_ECOLI hypothetical ABC transporter	0.333333333333
prophage Lp3 protein 18	0.333333333333
